Tycho Brahe's Mars Observations																			
Source: Tychonis Brahe Dani Opera Omnia																			
"Imput by: Wayne Pafko (March 24, 2000)"							Brahe's Declination Data Converted to Numbers							1582.89					
"[MS] = Mars Symbol (you know…the ""male"" sign)"							(not adjusted to current dates)												
																			
Year	Day	Time	Quote	Volume	Page		Year	Month	Day	Day (adj)	Hour	Min	Days since 1 AD	Date		Dec (deg)	Dec (min)	Dec (sec)	Declination
1591	"DIE 2 OCTOBRIS, VESPERI."	H.6 M.42	Declinatio [MS] M.  24  10 1/4	12	145		1591	10	2	12	6		581396.75	1591.78	-1.00	25	10	15	-25.17
1591	"DIE 2 OCTOBRIS, VESPERI."	H.6 M.42	24  10	12	145		1591	10	2	12	6		581396.75	1591.78	-1.00	25	10		-25.17
1591	"DIE 2 OCTOBRIS, VESPERI."	H.6 M.42	Declin. a refr. libera  24  16	12	146		1591	10	2	12	6		581396.75	1591.78	-1.00	25	16		-25.27
1591	"DIE 9  OCTROBRIS, VESPERI."	H.6 M.17 5/6	Declinatio [MS]  23  10 1/2	12	146		1591	10	9	19	6		581403.75	1591.80	-1.00	23	10	30	-23.18
1591	"DIE 9  OCTROBRIS, VESPERI."	H.6 M.17 5/6	23  10	12	146		1591	10	9	19	6		581403.75	1591.80	-1.00	23	10		-23.17
1591	"DIE 10 OCTOBRIS, VESPERI."	H.6 M.23	Declin. M. emendata  23  5	12	146		1591	10	10	20	6		581404.75	1591.80	-1.00	23	5		-23.08
1591	"DIE 10 OCTOBRIS, VESPERI."	H.6 M.26	Declinatio  21  59 1/4	12	146		1591	10	10	20	6		581404.75	1591.80	-1.00	21	59	15	-21.99
1591	"DIE 10 OCTOBRIS, VESPERI."	H.6 M.26	22  0	12	146		1591	10	10	20	6		581404.75	1591.80	-1.00	22	0		-22.00
1591	"DIE 10 OCTOBRIS, VESPERI."	H.6 M.28	Declin. emendata  22  2	12	146		1591	10	10	20	6		581404.75	1591.80	-1.00	22	2		-22.03
1591	"DIE 10 NOUEMBRIS, VESPERI."	H.7 M.15 2/3	Declinatio [MS]  16  40	12	146		1591	11	10	20	7		581435.79	1591.88	-1.00	16	40		-16.67
1591	"DIE 10 NOUEMBRIS, VESPERI."	H.7 M.15 2/3	16  40 1/2	12	146		1591	11	10	20	7		581435.79	1591.88	-1.00	16	40	30	-16.68
1591	"DIE 11 NOUEMBRIS, VESPERI."	H.5 M.36 1/2	Decl. [MS] M.  16  27	12	147		1591	11	11	21	5		581436.71	1591.89	-1.00	16	27		-16.45
1591	"DIE 11 NOUEMBRIS, VESPERI."	H.5 M.36 1/2	16  27 1/2	12	147		1591	11	11	21	5		581436.71	1591.89	-1.00	16	27	30	-16.46
1591	"DIE 11 NOUEMBRIS, VESPERI."	H.5 M.46	Declinatio M.  16  27	12	147		1591	11	11	21	5		581436.71	1591.89	-1.00	16	27		-16.45
1591	"DIE 10 DECEMBRIS, VESPERI."	H.5 M.19	Declinatio [MS] M.  8  35 3/4	12	147		1591	12	10	20	5		581465.71	1591.97	-1.00	8	35	45	-8.60
1591	"DIE 10 DECEMBRIS, VESPERI."	H.5 M.19	8  35	12	147		1591	12	10	20	5		581465.71	1591.97	-1.00	8	35		-8.58
1592	"DIE 23 JANUARIJ, VESPERI."		Decl. [MS] B.  4  33 1/2	12	219		1592	1	23	33			581509.50	1592.09	1.00	4	33	30	4.56
1592	DIE 3 FEBRUARIJ.	H.5 M.53 1/3	Declin. [MS] B.  7  40	12	219		1592	2	3	13	5		581520.71	1592.12	1.00	7	40		7.67
1592	DIE 3 FEBRUARIJ.	H.6 M.0 1/6	7  40 5/6	12	219		1592	2	3	13	6		581520.75	1592.12	1.00	7	40	50	7.68
1592	DIE 3 FEBRUARIJ.	H.6 M.4 1/4	7  40  2/3	12	219		1592	2	3	13	6		581520.75	1592.12	1.00	7	40	40	7.68
1592	DIE 3 FEBRUARIJ.	H.6 M.12	7  41	12	219		1592	2	3	13	6		581520.75	1592.12	1.00	7	41		7.68
1592	DIE 3 FEBRUARIJ.	H.6 M.15 5/6	7  41	12	219		1592	2	3	13	6		581520.75	1592.12	1.00	7	41		7.68
1592	DIE 3 FEBRUARIJ.	H.6 M.15 5/6	7  41 1/3	12	219		1592	2	3	13	6		581520.75	1592.12	1.00	7	41	20	7.69
1592	DIE 6 FEBRUARIJ.	H.6 M.32 1/4	Decl. [MS]  8  31 1/2	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	31	30	8.53
1592	DIE 6 FEBRUARIJ.	H.6 M.32 1/4	8  31  5/6	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	31	50	8.53
1592	DIE 6 FEBRUARIJ.	H.6 M.35	8  32 vtoqu.	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	32		8.53
1592	DIE 6 FEBRUARIJ.	H.6 M.39 2/3	8  31 5/6	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	31	50	8.53
1592	DIE 6 FEBRUARIJ.	H.6 M.41	8  32	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	32		8.53
1592	DIE 6 FEBRUARIJ.	H.6 M.43	8  33	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	33		8.55
1592	DIE 6 FEBRUARIJ.	H.6 M.46	8  32 2/3	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	32	40	8.54
1592	DIE 6 FEBRUARIJ.	H.6 M.49 1/2	8  32 1/2	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	32	30	8.54
1592	DIE 6 FEBRUARIJ.	H.6 M.52	8  33 1/3	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	33	20	8.56
1592	DIE 6 FEBRUARIJ.	H.6 M.54 2/3	8  33 1/2	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	33	30	8.56
1592	DIE 6 FEBRUARIJ.	H.6 M.40	Declinatio B.  8  32	12	220		1592	2	6	16	6		581523.75	1592.13	1.00	8	32		8.53
1592	DIE 13 FEBRUARIJ.	H.6 M.32 1/4	Declin. [MS] vno pinn.  10  26 5/6	12	220		1592	2	13	23	6		581530.75	1592.14	1.00	10	26	50	10.45
1592	DIE 13 FEBRUARIJ.	H.6 M.32 1/4	altero  10  27	12	220		1592	2	13	23	6		581530.75	1592.14	1.00	10	27		10.45
1592	DIE 13 FEBRUARIJ.	H.6 M.39 1/6	Declin.  10  26	12	220		1592	2	13	23	6		581530.75	1592.14	1.00	10	26		10.43
1592	DIE 17 FEBRUARIJ.	H.6 M.43 1/4	Decl. [MS]  11  28 1/2	12	220		1592	2	17	27	6		581534.75	1592.16	1.00	11	28	30	11.48
1592	DIE 17 FEBRUARIJ.	H.6 M.43 1/4	11  28	12	220		1592	2	17	27	6		581534.75	1592.16	1.00	11	28		11.47
1592	DIE 17 FEBRUARIJ.	H.7 M.6 1/2	Declinatio [MS]  11  29	12	221		1592	2	17	27	7		581534.79	1592.16	1.00	11	29		11.48
1592	DIE 17 FEBRUARIJ.	H.7 M.6 1/2	11  29 1/2	12	221		1592	2	17	27	7		581534.79	1592.16	1.00	11	29	30	11.49
1592	DIE 18 FEBRUARIJ.	H.6 M.43	Declin.  11  45	12	221		1592	2	18	28	6		581535.75	1592.16	1.00	11	45		11.75
1592	DIE 18 FEBRUARIJ.	H.6 M.43	11  44 1/2	12	221		1592	2	18	28	6		581535.75	1592.16	1.00	11	44	30	11.74
1592	DIE 18 FEBRUARIJ.	H.7 M.3 1/3	11  45 1/2	12	221		1592	2	18	28	7		581535.79	1592.16	1.00	11	45	30	11.76
1592	DIE 18 FEBRUARIJ.	H.7 M.3 1/3	11  45	12	221		1592	2	18	28	7		581535.79	1592.16	1.00	11	45		11.75
1592	DIE 20 FEBRUARIJ.	H.6 M.39 5/6	Decl. [MS]  12  14 1/2	12	221		1592	2	20	30	6		581537.75	1592.16	1.00	12	14	30	12.24
1592	DIE 20 FEBRUARIJ.	H.6 M.39 5/6	12  14 3/4	12	221		1592	2	20	30	6		581537.75	1592.16	1.00	12	14	45	12.25
1592	DIE 20 FEBRUARIJ.	H.6 M.45 1/6	12  14 1/6	12	221		1592	2	20	30	6		581537.75	1592.16	1.00	12	14	10	12.24
1592	DIE 20 FEBRUARIJ.	H.6 M.45 1/6	12  15	12	221		1592	2	20	30	6		581537.75	1592.16	1.00	12	15		12.25
1592	DIE 20 FEBRUARIJ.	H.6 M.54	12  16	12	221		1592	2	20	30	6		581537.75	1592.16	1.00	12	16		12.27
1592	DIE 20 FEBRUARIJ.	H.6 M.54	12  15 1/2	12	221		1592	2	20	30	6		581537.75	1592.16	1.00	12	15	30	12.26
1592	DIE 20 FEBRUARIJ.	H.6 M.59 1/2	12  17 1/2	12	221		1592	2	20	30	6		581537.75	1592.16	1.00	12	17	30	12.29
1592	DIE 20 FEBRUARIJ.	H.6 M.59 1/2	12  15 1/2	12	221		1592	2	20	30	6		581537.75	1592.16	1.00	12	15	30	12.26
1592	DIE 20 FEBRUARIJ.	H.7 M.3 1/6	12  17 1/2	12	221		1592	2	20	30	7		581537.79	1592.16	1.00	12	17	30	12.29
1592	DIE 20 FEBRUARIJ.	H.7 M.3 1/6	12  16 5/6	12	221		1592	2	20	30	7		581537.79	1592.16	1.00	12	16	50	12.28
1592	DIE 20 FEBRUARIJ.	H.7 M.9	Declin.  12  17	12	221		1592	2	20	30	7		581537.79	1592.16	1.00	12	17		12.28
1592	DIE 20 FEBRUARIJ.	H.7 M.9	12  17 2/3	12	221		1592	2	20	30	7		581537.79	1592.16	-1.00	12	17	40	-12.29
1593	DIE 14 JUNIJ.	H.1 M.33	Declin. [MS]  12  17 vtoq.	12	282		1593	6	14	24	1		582017.54	1593.48	-1.00	12	17		-12.28
1593	DIE 29 JUNIJ.	H.12 M.56 S.30	Declin. [MS]  10  45	12	282		1593	6	29	39	12		582033.00	1593.52	-1.00	10	45		-10.75
1593	DIE 29 JUNIJ.	H.12 M.56 S.30	10  45 1/2	12	282		1593	6	29	39	12		582033.00	1593.52	-1.00	10	45	30	-10.76
1593	DIE 29 JUNIJ.	H.1 M.18	10  46	12	282		1593	6	29	39	1		582032.54	1593.52	-1.00	10	46		-10.77
1593	DIE 29 JUNIJ.	H.1 M.18	10  45 2/3	12	282		1593	6	29	39	1		582032.54	1593.52	-1.00	10	45	40	-10.76
1593	DIE 29 JUNIJ.	H.1 M.28	10  45 1/3	12	282		1593	6	29	39	1		582032.54	1593.52	-1.00	10	45	20	-10.76
1593	DIE 29 JUNIJ.	H.1 M.28	10  46	12	282		1593	6	29	39	1		582032.54	1593.52	-1.00	10	46		-10.77
1593	DIE 29 JUNIJ.	H.1 M.37	10  45 1/2	12	282		1593	6	29	39	1		582032.54	1593.52	-1.00	10	45	30	-10.76
1593	DIE 29 JUNIJ.	H.1 M.37	10  46	12	282		1593	6	29	39	1		582032.54	1593.52	-1.00	10	46		-10.77
1593	DIE 29 JUNIJ.	H.1 M.58	10  45	12	282		1593	6	29	39	1		582032.54	1593.52	-1.00	10	45		-10.75
1593	DIE 29 JUNIJ.	H.2 M.6	10  45  50	12	282		1593	6	29	39	2		582032.58	1593.52	-1.00	10	45		-10.75
1593	DIE 29 JUNIJ.	H.2 M.6	10  46  0	12	282		1593	6	29	39	2		582032.58	1593.52	-1.00	10	46		-10.77
1593	DIE 2 JULIJ.	H.12 M.45	Decl. [MS]  10  31 5/6	12	283		1593	7	2	12	12		582036.00	1593.53	-1.00	10	31	50	-10.53
1593	DIE 2 JULIJ.	H.12 M.45	10  32	12	283		1593	7	2	12	12		582036.00	1593.53	-1.00	10	32		-10.53
1593	DIE 2 JULIJ.	H.1 M.21	10  32 1/2	12	283		1593	7	2	12	1		582035.54	1593.53	-1.00	10	32	30	-10.54
1593	DIE 2 JULIJ.	H.1 M.21	10  32	12	283		1593	7	2	12	1		582035.54	1593.53	-1.00	10	32		-10.53
1593	DIE 2 JULIJ.	H.1 M.50 1/3	10  33 1/2	12	283		1593	7	2	12	1		582035.54	1593.53	-1.00	10	33	30	-10.56
1593	DIE 2 JULIJ.	H.1 M.50 1/3	10  33 2/3	12	283		1593	7	2	12	1		582035.54	1593.53	-1.00	10	33	40	-10.56
1593	DIE 2 JULIJ.	H.2 M.7 1/3	10  34	12	283		1593	7	2	12	2		582035.58	1593.53	-1.00	10	34		-10.57
1593	DIE 2 JULIJ.	H.2 M.7 1/3	10  34 1/3	12	283		1593	7	2	12	2		582035.58	1593.53	-1.00	10	34	20	-10.57
1593	DIE 22 JULIJ.	H.2 M.15 2/3	Decl. [MS]  10  9 1/4	12	283		1593	7	22	32	2		582055.58	1593.58	-1.00	10	9	15	-10.15
1593	DIE 22 JULIJ.	H.3 M.36	10  10	12	283		1593	7	22	32	3		582055.63	1593.58	-1.00	10	10		-10.17
1593	DIE 22 JULIJ.	H.3 M.36	10  10 2/3	12	283		1593	7	22	32	3		582055.63	1593.58	-1.00	10	10	40	-10.18
1593	DIE 22 JULIJ.	H.1 M.23	Declin. [MS]  10  9  30	12	283		1593	7	22	32	1		582055.54	1593.58	-1.00	10	9		-10.15
1593	DIE 25 JULIJ.	H.1 M.13 S.40	Decl. [MS]  10  14 1/2	12	283		1593	7	25	35	1		582058.54	1593.59	-1.00	10	14	30	-10.24
1593	DIE 25 JULIJ.	H.1 M.29	Declin. [MS]  10  14 1/2	12	283		1593	7	25	35	1		582058.54	1593.59	-1.00	10	14	30	-10.24
1593	DIE 31 JULIJ.	H.1 M.8 1/2	Decl. [MS]  10  31 vno	12	284		1593	7	31	41	1		582064.54	1593.61	-1.00	10	31		-10.52
1593	DIE 31 JULIJ.	H.1 M.32 1/6	10  30 2/3	12	284		1593	7	31	41	1		582064.54	1593.61	-1.00	10	30	40	-10.51
1593	DIE 31 JULIJ.	H.1 M.32 1/6	10  30 1/4	12	284		1593	7	31	41	1		582064.54	1593.61	-1.00	10	30	15	-10.50
1593	DIE 31 JULIJ.	H.2 M.7	10  31 1/4	12	284		1593	7	31	41	2		582064.58	1593.61	-1.00	10	31	15	-10.52
1593	DIE 31 JULIJ.	H.2 M.7	10  30 5/6	12	284		1593	7	31	41	2		582064.58	1593.61	-1.00	10	30	50	-10.51
1593	DIE 31 JULIJ.	H.1 M.37	Delcinatio [MS]  10  30 1/3	12	284		1593	7	31	41	1		582064.54	1593.61	-1.00	10	30	20	-10.51
1593	DIE 11 AUGUSTI.		Decl. [MS] per Armill.  11  17 1/3	12	284		1593	8	11	21			582075.50	1593.64	-1.00	11	17	20	-11.29
1593	DIE 11 AUGUSTI.		11  17 2/3	12	284		1593	8	11	21			582075.50	1593.64	-1.00	11	17	40	-11.29
1593	DIE 11 AUGUSTI.	H.1 M.45	Declinatio [MS] M.  11  18	12	285		1593	8	11	21	1		582075.54	1593.64	-1.00	11	18		-11.30
1593	DIE 11 AUGUSTI.	H.1 3/4	Declin. ex altit. merid.  11  18	12	285		1593	8	11	21	1		582075.54	1593.64	-1.00	11	18		-11.30
1593	"DIE 18 AUGUSTI, MANE"	H.0 M.9 1/2	Decl. [MS]  11  54	12	285		1593	8	18	28	0		582082.50	1593.66	-1.00	11	54		-11.90
1593	"DIE 18 AUGUSTI, MANE"	H.0 M.9 1/2	11  54 1/2	12	285		1593	8	18	28	0		582082.50	1593.66	-1.00	11	54	30	-11.91
1593	"DIE 18 AUGUSTI, MANE"	H.1 M.9	11  55  vno	12	285		1593	8	18	28	1		582082.54	1593.66	-1.00	11	55		-11.92
1593	"DIE 18 AUGUSTI, MANE"	H.1 M.49 S.20	11  55 1/2	12	285		1593	8	18	28	1		582082.54	1593.66	-1.00	11	55	30	-11.93
1593	"DIE 18 AUGUSTI, MANE"	H.1 M.49 S.20	11  54 5/6	12	285		1593	8	18	28	1		582082.54	1593.66	-1.00	11	54	50	-11.91
1593	"DIE 18 AUGUSTI, MANE"	H.0 M.45	Decl. [MS] ex alt. merid.  11  54	12	285		1593	8	18	28	0		582082.50	1593.66	-1.00	11	54		-11.90
1593	"DIE 21 AUGUSTI, MANE."	H.0 M.36	Declin. [MS] circa hoc  12  9 5/6	12	286		1593	8	21	31	0		582085.50	1593.66	-1.00	12	9	50	-12.16
1593	"DIE 21 AUGUSTI, MANE."	H.0 M.36	tempus  12  10	12	286		1593	8	21	31	0		582085.50	1593.66	-1.00	12	10		-12.17
1593	"DIE 21 AUGUSTI, MANE."	H.1 M.4	Decl. [MS]  12  10 vtroque	12	286		1593	8	21	31	1		582085.54	1593.66	-1.00	12	10		-12.17
1593	DIE 21 AUGUSTI.	H.11 M.52 1/2	Decl. [MS]  12  15	12	286		1593	8	21	31	11		582085.96	1593.66	-1.00	12	15		-12.25
1593	DIE 21 AUGUSTI.	H.11 M.52 1/2	12  15	12	286		1593	8	21	31	11		582085.96	1593.66	-1.00	12	15		-12.25
1593	DIE 21 AUGUSTI.	H.0 M.27 S.20	12  15 1/3	12	286		1593	8	21	31	0		582085.50	1593.66	-1.00	12	15	20	-12.26
1593	DIE 21 AUGUSTI.	H.0 M.27 S.20	12  15 1/2	12	286		1593	8	21	31	0		582085.50	1593.66	-1.00	12	15	30	-12.26
1593	DIE 21 AUGUSTI.	H.0 M.55 1/2	12  15  vtroqu.	12	286		1593	8	21	31	0		582085.50	1593.66	-1.00	12	15		-12.25
1593	DIE 22 AUGUSTI.	H.10 M.11 1/2	Decl. [MS]  12  17 1/2	12	287		1593	8	22	32	10		582086.92	1593.67	-1.00	12	17	30	-12.29
1593	DIE 22 AUGUSTI.	H.10 M.11 1/2	bis 12  17 2/3	12	287		1593	8	22	32	10		582086.92	1593.67	-1.00	12	17	40	-12.29
1593	DIE 22 AUGUSTI.	H.10 M.32 S.40	Decl. [MS]  12  18	12	287		1593	8	22	32	10		582086.92	1593.67	-1.00	12	18		-12.30
1593	DIE 22 AUGUSTI.	H.10 M.32 S.40	12  17 3/4	12	287		1593	8	22	32	10		582086.92	1593.67	-1.00	12	17	45	-12.30
1593	DIE 22 AUGUSTI.	H.0 M.30 1/2	12  19 1/2	12	287		1593	8	22	32	0		582086.50	1593.67	-1.00	12	19	30	-12.33
1593	DIE 22 AUGUSTI.	H.0 M.30 1/2	12  19 2/3	12	287		1593	8	22	32	0		582086.50	1593.67	-1.00	12	19	45	-12.33
1593	"DIE 23 AUGUSTI, VESPERI."	H.10 M.24	Decl. [MS]  12  23	12	288		1593	8	23	33	10		582087.92	1593.67	-1.00	12	23		-12.38
1593	"DIE 23 AUGUSTI, VESPERI."	H.10 M.24	12  22 1/2	12	288		1593	8	23	33	10		582087.92	1593.67	-1.00	12	22	30	-12.38
1593	"DIE 23 AUGUSTI, VESPERI."	H.10 M.54 5/6	12  23	12	288		1593	8	23	33	10		582087.92	1593.67	-1.00	12	23		-12.38
1593	"DIE 23 AUGUSTI, VESPERI."	H.10 M.54 5/6	12  22 2/3	12	288		1593	8	23	33	10		582087.92	1593.67	-1.00	12	22	45	-12.38
1593	"DIE 23 AUGUSTI, VESPERI."	H.12 M.22 1/2	12  24 1/3	12	288		1593	8	23	33	12		582088.00	1593.67	-1.00	12	24	20	-12.41
1593	"DIE 23 AUGUSTI, VESPERI."	H.12 M.22 1/2	12  24 1/2	12	288		1593	8	23	33	12		582088.00	1593.67	-1.00	12	24	30	-12.41
1593	DIE 24 AUGUSTI.	H.10 M.7 1/2	Declin. [MS]  12  27	12	288		1593	8	24	34	10		582088.92	1593.67	-1.00	12	27		-12.45
1593	DIE 24 AUGUSTI.	H.10 M.7 1/2	12  27 1/2	12	288		1593	8	24	34	10		582088.92	1593.67	-1.00	12	27	30	-12.46
1593	DIE 24 AUGUSTI.	H.10 M.16 S.40	12  27 1/2	12	288		1593	8	24	34	10		582088.92	1593.67	-1.00	12	27	30	-12.46
1593	DIE 24 AUGUSTI.	H.10 M.16 S.40	12  28	12	288		1593	8	24	34	10		582088.92	1593.67	-1.00	12	28		-12.47
1593	"DIE 29 AUGUSTI, VESPERI."	H.9 M.58 1/2	Decl. [MS]  12  46 1/4	12	289		1593	8	29	39	9		582093.88	1593.69	-1.00	12	46	15	-12.77
1593	"DIE 29 AUGUSTI, VESPERI."	H.9 M.58 1/2	12  46 1/2	12	289		1593	8	29	39	9		582093.88	1593.69	-1.00	12	46	30	-12.78
1593	"DIE 29 AUGUSTI, VESPERI."	H.10 M.17	12  47 1/3	12	289		1593	8	29	39	10		582093.92	1593.69	-1.00	12	47	20	-12.79
1593	"DIE 29 AUGUSTI, VESPERI."	H.10 M.17	12  47 1/2	12	289		1593	8	29	39	10		582093.92	1593.69	-1.00	12	47	30	-12.79
1593	"DIE 29 AUGUSTI, VESPERI."	H.11 *.2/3	12  48	12	289		1593	8	29	39	11		582093.96	1593.69	-1.00	12	48		-12.80
1593	"DIE 29 AUGUSTI, VESPERI."	H.11 *.2/3	12  47 5/6	12	289		1593	8	29	39	11		582093.96	1593.69	-1.00	12	47	50	-12.80
1593	DIE 8 SEPTEMBRIS.	H.10 M.11	Decl. [MS]  13  6 1/3 vno	12	291		1593	9	8	18	10		582103.92	1593.71	-1.00	13	6	20	-13.11
1593	DIE 8 SEPTEMBRIS.	H.10 M.26	13  7 1/2	12	291		1593	9	8	18	10		582103.92	1593.71	-1.00	13	7	30	-13.13
1593	DIE 8 SEPTEMBRIS.	H.10 M.26	13  7	12	291		1593	9	8	18	10		582103.92	1593.71	-1.00	13	7		-13.12
1593	DIE 20 SEPTEMBRIS.	H.10 M.55 1/2	Decl. [MS]  12  50 1/2 vno pinn.	12	292		1593	9	20	30	10		582115.92	1593.75	-1.00	12	50	30	-12.84
1593	DIE 21 SEPTEMBRIS.	H.9 M.26 1/2	Decl. [MS]  12  47 vno	12	292		1593	9	21	31	9		582116.88	1593.75	-1.00	12	47		-12.78
1593	DIE 21 SEPTEMBRIS.	H.9 M.32 S.40	12  47	12	292		1593	9	21	31	9		582116.88	1593.75	-1.00	12	47		-12.78
1593	DIE 21 SEPTEMBRIS.	H.9 M.32 S.40	12  46 3/4	12	292		1593	9	21	31	9		582116.88	1593.75	-1.00	12	46	45	-12.78
1593	DIE 21 SEPTEMBRIS.	H.10 M.20	12  47 1/6	12	292		1593	9	21	31	10		582116.92	1593.75	-1.00	12	47	10	-12.79
1593	DIE 21 SEPTEMBRIS.	H.10 M.20	12  47	12	292		1593	9	21	31	10		582116.92	1593.75	-1.00	12	47		-12.78
1593	DIE 21 SEPTEMBRIS.	H.10 M.35	12  46 1/2	12	292		1593	9	21	31	10		582116.92	1593.75	-1.00	12	46	30	-12.78
1593	DIE 21 SEPTEMBRIS.	H.10 M.35	12  46 3/4	12	292		1593	9	21	31	10		582116.92	1593.75	-1.00	12	46	45	-12.78
1593	DIE 26 SEPTEMBRIS.	H.8 M.59 1/2	Decl. [MS]  12  25 1/6 vno	12	292		1593	9	26	36	8		582121.83	1593.76	-1.00	12	25	10	-12.42
1593	DIE 26 SEPTEMBRIS.	H.9 M.28 1/2	12  25 1/6 vno	12	292		1593	9	26	36	9		582121.88	1593.76	-1.00	12	25	10	-12.42
1593	DIE 28 SEPTEMBRIS.	H.8 M.26 S.40	Decl. [MS]  12  12 3/4	12	293		1593	9	28	38	8		582123.83	1593.77	-1.00	12	12	45	-12.21
1593	DIE 28 SEPTEMBRIS.	H.8 M.26 S.40	12  13 1/4	12	293		1593	9	28	38	8		582123.83	1593.77	-1.00	12	13	15	-12.22
1593	DIE 28 SEPTEMBRIS.	H.8 M.52 S.40	12  14 vno	12	293		1593	9	28	38	8		582123.83	1593.77	-1.00	12	14		-12.23
1593	DIE 28 SEPTEMBRIS.	H.9 M.43	12  14	12	293		1593	9	28	38	9		582123.88	1593.77	-1.00	12	14		-12.23
1593	DIE 28 SEPTEMBRIS.	H.9 M.43	12  13	12	293		1593	9	28	38	9		582123.88	1593.77	-1.00	12	13		-12.22
1593	DIE 28 SEPTEMBRIS.	H.10 M.13 1/2	12  14 vtroque	12	293		1593	9	28	38	10		582123.92	1593.77	-1.00	12	14		-12.23
1593	"DIE 3 OCTOBRIS, VESPERI"	H.8 M.0 2/3	Decl. [MS]  11  42	12	293		1593	10	3	13	8		582128.83	1593.78	-1.00	11	42		-11.70
1593	"DIE 3 OCTOBRIS, VESPERI"	H.8 M.0 2/3	11  42 1/3	12	293		1593	10	3	13	8		582128.83	1593.78	-1.00	11	42	20	-11.71
1593	"DIE 3 OCTOBRIS, VESPERI"	H.9 M.40 S.20	Declin. in armillis  11  42 1/3	12	293		1593	10	3	13	9		582128.88	1593.78	-1.00	11	42	20	-11.71
1593	"DIE 3 OCTOBRIS, VESPERI"	H.9 M.40 S.20	11  43	12	293		1593	10	3	13	9		582128.88	1593.78	-1.00	11	43		-11.72
1593	DIE 12 OCTOBRIS.	H.8 M.16	Decl. [MS]  10  32	12	293		1593	10	12	22	8		582137.83	1593.81	-1.00	10	32		-10.53
1593	DIE 12 OCTOBRIS.	H.8 M.16	10  31  2/3	12	293		1593	10	12	22	8		582137.83	1593.81	-1.00	10	31	40	-10.53
1593	DIE 12 OCTOBRIS.	H.9 M.5 1/3	Decl. 10  32 vtroqu.	12	293		1593	10	12	22	9		582137.88	1593.81	-1.00	10	32		-10.53
1593	DIE 29 OCTOBRIS.	H.6 M.34	Decl. [MS]  7  36	12	294		1593	10	29	39	6		582154.75	1593.85	-1.00	7	36		-7.60
1593	DIE 29 OCTOBRIS.	H.6 M.34	7  36 1/2	12	294		1593	10	29	39	6		582154.75	1593.85	-1.00	7	36	30	-7.61
1593	DIE 29 OCTOBRIS.	H.6 M.49 S.50	7  36 1/2	12	294		1593	10	29	39	6		582154.75	1593.85	-1.00	7	36	30	-7.61
1593	DIE 29 OCTOBRIS.	H.7 M.15 S.30	7  36 1/2 vtroq.	12	294		1593	10	29	39	7		582154.79	1593.85	-1.00	7	36	30	-7.61
1593	DIE 29 OCTOBRIS.	H.7 M.28 S.20	7  37 vtroq.	12	294		1593	10	29	39	7		582154.79	1593.85	-1.00	7	37		-7.62
1593	DIE 29 OCTOBRIS.	H.7 M.47 S.20	7  36 1/2 vno	12	294		1593	10	29	39	7		582154.79	1593.85	-1.00	7	36	30	-7.61
1593	DIE 29 OCTOBRIS.	H.8 M.4 S.30	7  37	12	294		1593	10	29	39	8		582154.83	1593.85	-1.00	7	37		-7.62
1593	DIE 29 OCTOBRIS.	H.8 M.4 S.30	7  36 1/2	12	294		1593	10	29	39	8		582154.83	1593.85	-1.00	7	36	30	-7.61
1593	DIE 30 OCTOBRIS.	H.7 M.17 S.50	Decl. [MS]  7  24	12	294		1593	10	30	40	7		582155.79	1593.86	-1.00	7	24		-7.40
1593	DIE 30 OCTOBRIS.	H.7 M.17 S.50	7  24 1/3	12	294		1593	10	30	40	7		582155.79	1593.86	-1.00	7	24	20	-7.41
1593	DIE 30 OCTOBRIS.	H.7 M.33 S.40	7  24 1/3	12	294		1593	10	30	40	7		582155.79	1593.86	-1.00	7	24	20	-7.41
1593	DIE 30 OCTOBRIS.	H.7 M.33 S.40	7  24 1/2	12	294		1593	10	30	40	7		582155.79	1593.86	-1.00	7	24	30	-7.41
1593	DIE 30 OCTOBRIS.	H.8 M.22 S.40	7  23 5/6	12	294		1593	10	30	40	8		582155.83	1593.86	-1.00	7	23	50	-7.40
1593	DIE 30 OCTOBRIS.	H.8 M.22 S.40	7  24	12	294		1593	10	30	40	8		582155.83	1593.86	-1.00	7	24		-7.40
1593	"DIE 26 NOUEMBRIS, VESPERI."	H.6 M.36 S.10	Decl. [MS]  1  32 1/2 vno	12	295		1593	11	26	36	6		582182.75	1593.93	-1.00	1	32	30	-1.54
1593	"DIE 26 NOUEMBRIS, VESPERI."	H.7 M.2 S.50	1  31 1/3	12	295		1593	11	26	36	7		582182.79	1593.93	-1.00	1	31	20	-1.52
